transaction_id,date,month,month_number,year,merchant,description,category,subcategory,payment_method,amount,transaction_type,notes,is_recurring,weekday
TXN202501410,2025-05-23,May,5,2025,DMart,DMart - Daily Essentials,Groceries,Daily Essentials,Wallet,1442,debit,Grocery refill,No,Friday
TXN202501532,2025-05-23,May,5,2025,Netflix,Netflix - Internet,Bills & Utilities,Internet,Wallet,707,debit,Utility payment,Yes,Friday
TXN202501568,2025-05-23,May,5,2025,PlayStation Store,PlayStation Store - Events,Entertainment,Events,UPI,1766,debit,Event ticket,No,Friday
TXN202500155,2025-05-24,May,5,2025,Third Wave Coffee,Third Wave Coffee - Cafe,Coffee,Cafe,Credit Card,522,debit,Work coffee,No,Saturday
TXN202500595,2025-05-24,May,5,2025,PVR,PVR - Gaming,Entertainment,Gaming,UPI,2765,debit,Movie outing,No,Saturday
TXN202500737,2025-05-24,May,5,2025,Dominos,Dominos - Snacks,Food,Snacks,Debit Card,329,debit,Office meal,No,Saturday
TXN202501255,2025-05-24,May,5,2025,Dominos,Dominos - Snacks,Food,Snacks,Wallet,402,debit,Dinner,No,Saturday
TXN202500096,2025-05-25,May,5,2025,Freelance Payment,Freelance Payment - Refund,Income,Refund,UPI,8879,credit,Cashback credited,Yes,Sunday
TXN202501028,2025-05-25,May,5,2025,BigBasket,BigBasket - Monthly Grocery,Groceries,Monthly Grocery,Credit Card,3374,debit,Monthly essentials,No,Sunday
TXN202501442,2025-05-25,May,5,2025,Zomato,Zomato - Online Food,Food,Online Food,UPI,890,debit,Dinner,No,Sunday
TXN202500062,2025-05-26,May,5,2025,RedBus,RedBus - Bus,Transport,Bus,UPI,1147,debit,Weekend travel,No,Monday
TXN202501505,2025-05-26,May,5,2025,Google One,Google One - Electricity,Bills & Utilities,Electricity,Wallet,2366,debit,Subscription,No,Monday
TXN202500282,2025-05-27,May,5,2025,Amazon,Amazon - Online Shopping,Shopping,Online Shopping,UPI,910,debit,Sale purchase,No,Tuesday
TXN202500302,2025-05-27,May,5,2025,Blinkit,Blinkit - Household,Groceries,Household,UPI,3383,debit,Household items,No,Tuesday
TXN202500409,2025-05-27,May,5,2025,Nykaa,Nykaa - Accessories,Shopping,Accessories,Credit Card,6889,debit,Online purchase,No,Tuesday
TXN202500558,2025-05-27,May,5,2025,PlayStation Store,PlayStation Store - Movie,Entertainment,Movie,Credit Card,302,debit,Event ticket,No,Tuesday
TXN202500906,2025-05-27,May,5,2025,Zomato,Zomato - Fast Food,Food,Fast Food,UPI,389,debit,Lunch order,No,Tuesday
TXN202501066,2025-05-27,May,5,2025,Uber,Uber - Metro,Transport,Metro,UPI,1706,debit,Local travel,No,Tuesday
TXN202501606,2025-05-27,May,5,2025,Zepto,Zepto - Daily Essentials,Groceries,Daily Essentials,Wallet,593,debit,Grocery refill,No,Tuesday
TXN202500118,2025-05-28,May,5,2025,More Supermarket,More Supermarket - Household,Groceries,Household,UPI,2210,debit,Grocery refill,No,Wednesday
TXN202501215,2025-05-28,May,5,2025,Jio,Jio - Internet,Bills & Utilities,Internet,UPI,1835,debit,Monthly bill,No,Wednesday
TXN202500240,2025-05-29,May,5,2025,Netmeds,Netmeds - Consultation,Health,Consultation,Net Banking,4287,debit,Medicine purchase,No,Thursday
TXN202500515,2025-05-29,May,5,2025,DMart,DMart - Fruits & Vegetables,Groceries,Fruits & Vegetables,Credit Card,1346,debit,Fresh produce,No,Thursday
TXN202500852,2025-05-29,May,5,2025,Flipkart,Flipkart - Online Shopping,Shopping,Online Shopping,UPI,6593,debit,Sale purchase,No,Thursday
TXN202501035,2025-05-29,May,5,2025,Uber,Uber - Train,Transport,Train,UPI,1553,debit,Local travel,No,Thursday
TXN202501525,2025-05-29,May,5,2025,Nykaa,Nykaa - Accessories,Shopping,Accessories,UPI,4807,debit,Replacement item,No,Thursday
TXN202500377,2025-05-30,May,5,2025,CCD,CCD - Snacks,Coffee,Snacks,UPI,640,debit,Quick break,No,Friday
TXN202501191,2025-05-30,May,5,2025,Amazon,Amazon - Electronics,Shopping,Electronics,Cash,7037,debit,Online purchase,No,Friday
TXN202501265,2025-05-30,May,5,2025,Ajio,Ajio - Clothing,Shopping,Clothing,Wallet,5757,debit,Sale purchase,No,Friday
TXN202501563,2025-05-30,May,5,2025,PVR,PVR - OTT,Entertainment,OTT,UPI,2416,debit,Movie outing,No,Friday
TXN202500824,2025-05-31,May,5,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,Debit Card,1304,debit,Weekend food,No,Saturday
TXN202501055,2025-05-31,May,5,2025,Ajio,Ajio - Accessories,Shopping,Accessories,Net Banking,11327,debit,Personal item,No,Saturday
TXN202501136,2025-05-31,May,5,2025,PlayStation Store,PlayStation Store - Movie,Entertainment,Movie,Credit Card,1882,debit,OTT plan,No,Saturday
TXN202501241,2025-05-31,May,5,2025,Starbucks,Starbucks - Beverage,Coffee,Beverage,UPI,267,debit,Weekend cafe,No,Saturday
TXN202501251,2025-05-31,May,5,2025,Croma,Croma - Electronics,Shopping,Electronics,Cash,9668,debit,Online purchase,No,Saturday
TXN202501503,2025-05-31,May,5,2025,Starbucks,Starbucks - Cafe,Coffee,Cafe,UPI,145,debit,Weekend cafe,No,Saturday
TXN202501586,2025-05-31,May,5,2025,Flipkart,Flipkart - Personal Care,Shopping,Personal Care,UPI,2757,debit,Online purchase,No,Saturday
TXN202501164,2025-06-01,June,6,2025,Zepto,Zepto - Daily Essentials,Groceries,Daily Essentials,Credit Card,4144,debit,Household items,No,Sunday
TXN202501213,2025-06-01,June,6,2025,McDonalds,McDonalds - Fast Food,Food,Fast Food,Debit Card,637,debit,Late night order,No,Sunday
TXN202501575,2025-06-01,June,6,2025,Reliance Fresh,Reliance Fresh - Monthly Grocery,Groceries,Monthly Grocery,Credit Card,3031,debit,Monthly essentials,No,Sunday
TXN202500124,2025-06-02,June,6,2025,Steam,Steam - Events,Entertainment,Events,Cash,2028,debit,Event ticket,No,Monday
TXN202500252,2025-06-02,June,6,2025,More Supermarket,More Supermarket - Monthly Grocery,Groceries,Monthly Grocery,UPI,5470,debit,Grocery refill,No,Monday
TXN202500274,2025-06-02,June,6,2025,Dominos,Dominos - Restaurant,Food,Restaurant,Debit Card,1151,debit,Weekend food,No,Monday
TXN202500305,2025-06-02,June,6,2025,RedBus,RedBus - Bus,Transport,Bus,Credit Card,931,debit,Local travel,No,Monday
TXN202500972,2025-06-02,June,6,2025,Cashback,Cashback - Freelance,Income,Freelance,Credit Card,476,credit,Monthly income,No,Monday
TXN202501605,2025-06-02,June,6,2025,Uber,Uber - Bus,Transport,Bus,Credit Card,2177,debit,Airport/Station trip,No,Monday
TXN202500673,2025-06-03,June,6,2025,Blue Tokai,Blue Tokai - Beverage,Coffee,Beverage,Credit Card,509,debit,Evening coffee,No,Tuesday
TXN202500711,2025-06-03,June,6,2025,Freelance Payment,Freelance Payment - Refund,Income,Refund,UPI,12042,credit,Refund received,Yes,Tuesday
TXN202500853,2025-06-03,June,6,2025,Amazon,Amazon - Personal Care,Shopping,Personal Care,Credit Card,10666,debit,Replacement item,No,Tuesday
TXN202501112,2025-06-03,June,6,2025,Starbucks,Starbucks - Cafe,Coffee,Cafe,Debit Card,611,debit,Evening coffee,No,Tuesday
TXN202500152,2025-06-04,June,6,2025,Amazon,Amazon - Electronics,Shopping,Electronics,UPI,908,debit,Personal item,No,Wednesday
TXN202501044,2025-06-04,June,6,2025,CCD,CCD - Cafe,Coffee,Cafe,UPI,306,debit,Work coffee,No,Wednesday
TXN202500743,2025-06-05,June,6,2025,More Supermarket,More Supermarket - Fruits & Vegetables,Groceries,Fruits & Vegetables,UPI,1609,debit,Grocery refill,No,Thursday
TXN202500752,2025-06-05,June,6,2025,Tata Power,Tata Power - Subscription,Bills & Utilities,Subscription,UPI,2560,debit,Monthly bill,No,Thursday
TXN202500904,2025-06-05,June,6,2025,Metro,Metro - Bike Taxi,Transport,Bike Taxi,Net Banking,1391,debit,Weekend travel,No,Thursday
TXN202501043,2025-06-05,June,6,2025,Nykaa,Nykaa - Personal Care,Shopping,Personal Care,Debit Card,11608,debit,Replacement item,No,Thursday
TXN202501058,2025-06-05,June,6,2025,Burger King,Burger King - Online Food,Food,Online Food,Wallet,884,debit,Weekend food,No,Thursday
TXN202501107,2025-06-05,June,6,2025,Rapido,Rapido - Cab,Transport,Cab,Net Banking,618,debit,Weekend travel,No,Thursday
TXN202501121,2025-06-05,June,6,2025,Jio,Jio - Electricity,Bills & Utilities,Electricity,Wallet,3122,debit,Monthly bill,Yes,Thursday
TXN202501469,2025-06-05,June,6,2025,Third Wave Coffee,Third Wave Coffee - Snacks,Coffee,Snacks,Credit Card,396,debit,Evening coffee,No,Thursday
TXN202500092,2025-06-06,June,6,2025,Myntra,Myntra - Accessories,Shopping,Accessories,Credit Card,5931,debit,Replacement item,No,Friday
TXN202501154,2025-06-06,June,6,2025,Zepto,Zepto - Fruits & Vegetables,Groceries,Fruits & Vegetables,Debit Card,6330,debit,Monthly essentials,No,Friday
TXN202501488,2025-06-06,June,6,2025,Prime Video,Prime Video - Gaming,Entertainment,Gaming,UPI,2990,debit,Movie outing,No,Friday
TXN202501504,2025-06-06,June,6,2025,Third Wave Coffee,Third Wave Coffee - Snacks,Coffee,Snacks,Net Banking,188,debit,Meeting,No,Friday
TXN202500427,2025-06-07,June,6,2025,Chaayos,Chaayos - Cafe,Coffee,Cafe,UPI,267,debit,Meeting,No,Saturday
TXN202500434,2025-06-07,June,6,2025,Uber,Uber - Cab,Transport,Cab,UPI,1266,debit,Office commute,No,Saturday
TXN202500457,2025-06-07,June,6,2025,Tata Power,Tata Power - Electricity,Bills & Utilities,Electricity,UPI,163,debit,Utility payment,No,Saturday
TXN202500782,2025-06-07,June,6,2025,Myntra,Myntra - Clothing,Shopping,Clothing,UPI,1721,debit,Replacement item,No,Saturday
TXN202500912,2025-06-07,June,6,2025,Chaayos,Chaayos - Cafe,Coffee,Cafe,Credit Card,121,debit,Quick break,No,Saturday
TXN202501478,2025-06-07,June,6,2025,Stationery Shop,Stationery Shop - Online Course,Education,Online Course,UPI,1027,debit,Study material,No,Saturday
TXN202500194,2025-06-08,June,6,2025,Uber,Uber - Cab,Transport,Cab,UPI,1195,debit,Office commute,No,Sunday
TXN202501031,2025-06-08,June,6,2025,Practo,Practo - Consultation,Health,Consultation,UPI,907,debit,Doctor consultation,No,Sunday
TXN202501090,2025-06-08,June,6,2025,Metro,Metro - Train,Transport,Train,Credit Card,2500,debit,Local travel,No,Sunday
TXN202501390,2025-06-08,June,6,2025,Zomato,Zomato - Online Food,Food,Online Food,UPI,324,debit,Late night order,No,Sunday
TXN202501500,2025-06-08,June,6,2025,Burger King,Burger King - Restaurant,Food,Restaurant,Net Banking,401,debit,Office meal,No,Sunday
TXN202500119,2025-06-09,June,6,2025,IRCTC,IRCTC - Train,Transport,Train,UPI,603,debit,Airport/Station trip,No,Monday
TXN202500423,2025-06-09,June,6,2025,DMart,DMart - Household,Groceries,Household,UPI,1893,debit,Fresh produce,No,Monday
TXN202500793,2025-06-09,June,6,2025,Myntra,Myntra - Online Shopping,Shopping,Online Shopping,Credit Card,2430,debit,Online purchase,No,Monday
TXN202500055,2025-06-10,June,6,2025,DMart,DMart - Monthly Grocery,Groceries,Monthly Grocery,UPI,1807,debit,Fresh produce,No,Tuesday
TXN202500352,2025-06-10,June,6,2025,McDonalds,McDonalds - Restaurant,Food,Restaurant,UPI,1155,debit,Late night order,No,Tuesday
TXN202500510,2025-06-10,June,6,2025,Amazon,Amazon - Accessories,Shopping,Accessories,UPI,3061,debit,Sale purchase,No,Tuesday
TXN202500983,2025-06-10,June,6,2025,Amazon,Amazon - Accessories,Shopping,Accessories,Cash,11303,debit,Online purchase,No,Tuesday
TXN202500986,2025-06-10,June,6,2025,DMart,DMart - Household,Groceries,Household,Net Banking,2182,debit,Household items,No,Tuesday
TXN202501040,2025-06-10,June,6,2025,Rapido,Rapido - Train,Transport,Train,Credit Card,722,debit,Local travel,No,Tuesday
TXN202501072,2025-06-10,June,6,2025,Apollo Pharmacy,Apollo Pharmacy - Health Checkup,Health,Health Checkup,Cash,5120,debit,Medicine purchase,No,Tuesday
TXN202501387,2025-06-10,June,6,2025,Ajio,Ajio - Accessories,Shopping,Accessories,UPI,6385,debit,Replacement item,No,Tuesday
TXN202501465,2025-06-10,June,6,2025,Uber,Uber - Train,Transport,Train,UPI,2535,debit,Office commute,No,Tuesday
TXN202501596,2025-06-10,June,6,2025,Blue Tokai,Blue Tokai - Beverage,Coffee,Beverage,Credit Card,507,debit,Evening coffee,No,Tuesday
TXN202500225,2025-06-11,June,6,2025,Practo,Practo - Wellness,Health,Wellness,Wallet,4568,debit,Doctor consultation,No,Wednesday
TXN202500509,2025-06-11,June,6,2025,PVR,PVR - Movie,Entertainment,Movie,Credit Card,2783,debit,OTT plan,No,Wednesday
TXN202500580,2025-06-11,June,6,2025,Starbucks,Starbucks - Snacks,Coffee,Snacks,UPI,162,debit,Quick break,No,Wednesday
TXN202500592,2025-06-11,June,6,2025,Udemy,Udemy - Online Course,Education,Online Course,UPI,6586,debit,Course fee,No,Wednesday
TXN202500708,2025-06-11,June,6,2025,Metro,Metro - Metro,Transport,Metro,UPI,1458,debit,Local travel,No,Wednesday
TXN202500127,2025-06-12,June,6,2025,Netflix,Netflix - Subscription,Bills & Utilities,Subscription,UPI,1395,debit,Utility payment,No,Thursday
TXN202500591,2025-06-12,June,6,2025,Metro,Metro - Bus,Transport,Bus,Debit Card,716,debit,Weekend travel,No,Thursday
TXN202500662,2025-06-12,June,6,2025,Croma,Croma - Personal Care,Shopping,Personal Care,Credit Card,6778,debit,Personal item,No,Thursday
TXN202500907,2025-06-12,June,6,2025,Rapido,Rapido - Metro,Transport,Metro,UPI,144,debit,Weekend travel,No,Thursday
TXN202500989,2025-06-12,June,6,2025,Rapido,Rapido - Bike Taxi,Transport,Bike Taxi,Wallet,732,debit,Weekend travel,No,Thursday
TXN202501015,2025-06-12,June,6,2025,Ajio,Ajio - Electronics,Shopping,Electronics,UPI,5431,debit,Online purchase,No,Thursday
TXN202501105,2025-06-12,June,6,2025,Rapido,Rapido - Cab,Transport,Cab,Credit Card,960,debit,Office commute,No,Thursday
TXN202501156,2025-06-12,June,6,2025,RedBus,RedBus - Bike Taxi,Transport,Bike Taxi,Wallet,2772,debit,Local travel,No,Thursday
TXN202501418,2025-06-12,June,6,2025,Blue Tokai,Blue Tokai - Cafe,Coffee,Cafe,Credit Card,460,debit,Meeting,No,Thursday
TXN202501591,2025-06-12,June,6,2025,Burger King,Burger King - Restaurant,Food,Restaurant,Cash,823,debit,Dinner,No,Thursday
TXN202500421,2025-06-13,June,6,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,UPI,257,debit,Dinner,No,Friday
TXN202500460,2025-06-13,June,6,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,Credit Card,693,debit,Dinner,No,Friday
TXN202500790,2025-06-13,June,6,2025,Netflix,Netflix - Mobile Recharge,Bills & Utilities,Mobile Recharge,UPI,1439,debit,Recharge,Yes,Friday
TXN202500928,2025-06-13,June,6,2025,RedBus,RedBus - Bike Taxi,Transport,Bike Taxi,UPI,1234,debit,Airport/Station trip,No,Friday
TXN202501411,2025-06-13,June,6,2025,IRCTC,IRCTC - Train,Transport,Train,UPI,2072,debit,Airport/Station trip,No,Friday
TXN202501457,2025-06-13,June,6,2025,Croma,Croma - Personal Care,Shopping,Personal Care,UPI,9596,debit,Personal item,No,Friday
TXN202501460,2025-06-13,June,6,2025,Swiggy,Swiggy - Snacks,Food,Snacks,Credit Card,712,debit,Office meal,No,Friday
TXN202500697,2025-06-14,June,6,2025,Croma,Croma - Online Shopping,Shopping,Online Shopping,Net Banking,3409,debit,Replacement item,No,Saturday
TXN202500895,2025-06-14,June,6,2025,Zepto,Zepto - Household,Groceries,Household,UPI,769,debit,Fresh produce,No,Saturday
TXN202500964,2025-06-14,June,6,2025,Chaayos,Chaayos - Cafe,Coffee,Cafe,UPI,108,debit,Meeting,No,Saturday
TXN202501098,2025-06-14,June,6,2025,BigBasket,BigBasket - Household,Groceries,Household,Cash,440,debit,Fresh produce,No,Saturday
TXN202501472,2025-06-14,June,6,2025,BESCOM,BESCOM - Electricity,Bills & Utilities,Electricity,UPI,2575,debit,Monthly bill,Yes,Saturday
TXN202501604,2025-06-14,June,6,2025,DMart,DMart - Fruits & Vegetables,Groceries,Fruits & Vegetables,Wallet,1043,debit,Grocery refill,No,Saturday
TXN202501647,2025-06-14,June,6,2025,Rapido,Rapido - Bus,Transport,Bus,Credit Card,353,debit,Office commute,No,Saturday
TXN202500290,2025-06-15,June,6,2025,Apollo Pharmacy,Apollo Pharmacy - Health Checkup,Health,Health Checkup,UPI,3779,debit,Doctor consultation,No,Sunday
TXN202500843,2025-06-15,June,6,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,Debit Card,933,debit,Office meal,No,Sunday
TXN202500178,2025-06-16,June,6,2025,Google One,Google One - Mobile Recharge,Bills & Utilities,Mobile Recharge,Cash,1423,debit,Subscription,No,Monday
TXN202501350,2025-06-16,June,6,2025,Salary Credit,Salary Credit - Refund,Income,Refund,UPI,63329,credit,Refund received,Yes,Monday
TXN202500151,2025-06-17,June,6,2025,Netmeds,Netmeds - Medicine,Health,Medicine,Credit Card,3923,debit,Health essentials,No,Tuesday
TXN202500807,2025-06-17,June,6,2025,RedBus,RedBus - Cab,Transport,Cab,UPI,2800,debit,Office commute,No,Tuesday
TXN202500883,2025-06-17,June,6,2025,Blinkit,Blinkit - Daily Essentials,Groceries,Daily Essentials,Cash,291,debit,Household items,No,Tuesday
TXN202500948,2025-06-17,June,6,2025,Rapido,Rapido - Metro,Transport,Metro,Credit Card,2079,debit,Local travel,No,Tuesday
TXN202501204,2025-06-17,June,6,2025,More Supermarket,More Supermarket - Daily Essentials,Groceries,Daily Essentials,Credit Card,3486,debit,Household items,No,Tuesday
TXN202500131,2025-06-18,June,6,2025,Steam,Steam - Events,Entertainment,Events,Wallet,2766,debit,Event ticket,No,Wednesday
TXN202500291,2025-06-18,June,6,2025,More Supermarket,More Supermarket - Monthly Grocery,Groceries,Monthly Grocery,UPI,3195,debit,Grocery refill,No,Wednesday
TXN202500323,2025-06-18,June,6,2025,Burger King,Burger King - Fast Food,Food,Fast Food,Credit Card,841,debit,Weekend food,No,Wednesday
TXN202501409,2025-06-18,June,6,2025,Third Wave Coffee,Third Wave Coffee - Snacks,Coffee,Snacks,Credit Card,603,debit,Work coffee,No,Wednesday
TXN202500315,2025-06-19,June,6,2025,Ajio,Ajio - Personal Care,Shopping,Personal Care,UPI,3419,debit,Online purchase,No,Thursday
TXN202500359,2025-06-19,June,6,2025,Amazon Kindle,Amazon Kindle - Online Course,Education,Online Course,UPI,2269,debit,Course fee,No,Thursday
TXN202500525,2025-06-19,June,6,2025,Swiggy,Swiggy - Online Food,Food,Online Food,Cash,1325,debit,Office meal,No,Thursday
TXN202500568,2025-06-19,June,6,2025,Ola,Ola - Cab,Transport,Cab,UPI,215,debit,Weekend travel,No,Thursday
TXN202500590,2025-06-19,June,6,2025,More Supermarket,More Supermarket - Daily Essentials,Groceries,Daily Essentials,UPI,821,debit,Grocery refill,No,Thursday
TXN202501320,2025-06-19,June,6,2025,Netmeds,Netmeds - Consultation,Health,Consultation,Wallet,5569,debit,Doctor consultation,No,Thursday
TXN202500050,2025-06-20,June,6,2025,BESCOM,BESCOM - Electricity,Bills & Utilities,Electricity,UPI,1034,debit,Utility payment,No,Friday
TXN202500735,2025-06-20,June,6,2025,RedBus,RedBus - Bike Taxi,Transport,Bike Taxi,UPI,1634,debit,Weekend travel,No,Friday
TXN202500844,2025-06-20,June,6,2025,Refund,Refund - Refund,Income,Refund,UPI,384,credit,Freelance payout,No,Friday
TXN202501209,2025-06-20,June,6,2025,Haldiram's,Haldiram's - Restaurant,Food,Restaurant,Wallet,1137,debit,Lunch order,No,Friday
TXN202500758,2025-06-21,June,6,2025,RedBus,RedBus - Bike Taxi,Transport,Bike Taxi,UPI,612,debit,Local travel,No,Saturday
TXN202501210,2025-06-21,June,6,2025,Chaayos,Chaayos - Beverage,Coffee,Beverage,UPI,335,debit,Quick break,No,Saturday
TXN202501424,2025-06-21,June,6,2025,CCD,CCD - Beverage,Coffee,Beverage,Credit Card,220,debit,Quick break,No,Saturday
TXN202501490,2025-06-21,June,6,2025,Third Wave Coffee,Third Wave Coffee - Cafe,Coffee,Cafe,UPI,105,debit,Quick break,No,Saturday
TXN202500005,2025-06-22,June,6,2025,Blue Tokai,Blue Tokai - Cafe,Coffee,Cafe,UPI,331,debit,Work coffee,No,Sunday
TXN202500391,2025-06-22,June,6,2025,Ola,Ola - Bus,Transport,Bus,Net Banking,1427,debit,Office commute,No,Sunday
TXN202500455,2025-06-22,June,6,2025,Blinkit,Blinkit - Daily Essentials,Groceries,Daily Essentials,Debit Card,3828,debit,Household items,No,Sunday
TXN202501268,2025-06-22,June,6,2025,Reliance Fresh,Reliance Fresh - Fruits & Vegetables,Groceries,Fruits & Vegetables,Debit Card,3453,debit,Monthly essentials,No,Sunday
TXN202501330,2025-06-22,June,6,2025,BigBasket,BigBasket - Household,Groceries,Household,Debit Card,2742,debit,Monthly essentials,No,Sunday
TXN202501079,2025-06-23,June,6,2025,Freelance Payment,Freelance Payment - Refund,Income,Refund,UPI,24853,credit,Refund received,No,Monday
TXN202501152,2025-06-23,June,6,2025,PVR,PVR - Gaming,Entertainment,Gaming,UPI,920,debit,Game purchase,No,Monday
TXN202500123,2025-06-24,June,6,2025,Practo,Practo - Health Checkup,Health,Health Checkup,Net Banking,2437,debit,Health essentials,No,Tuesday
TXN202500253,2025-06-24,June,6,2025,Myntra,Myntra - Personal Care,Shopping,Personal Care,Debit Card,5957,debit,Replacement item,No,Tuesday
TXN202500636,2025-06-24,June,6,2025,Stationery Shop,Stationery Shop - Stationery,Education,Stationery,Cash,6811,debit,Study material,No,Tuesday
TXN202500933,2025-06-24,June,6,2025,Netmeds,Netmeds - Medicine,Health,Medicine,UPI,4243,debit,Medicine purchase,No,Tuesday
